Title,Subtitle,Description,Thumbnail Link,Book Purchase Link,Author,Category,Link
150 Words Every 5th Grader Should Know,Vocabulary You Need to Succeed,"By analyzing student data and commonly taught texts, Vocabulary.com has compiled this collection of essential vocabulary for students in 5th grade. Master high-frequency, high-utility words that you'll encounter across the curriculum.",https://cdn.vocabulary.com/units/2v2w6pjn/feature.png?width=500&v=17d33615117,,,Grade 5,/lists/2v2w6pjn/150-words-every-5th-grader-should-know
Oedipus at Colonus,,"Though written last, this play in Sophocles' Theban Cycle takes place between the events of Oedipus the King and Antigone and focuses on the blind king's philosophical understanding of his fate. Learn these words from the translation by Francis Storr.",https://cdn.vocabulary.com/units/2v45ocvp/cover.jpeg?width=220&v=1715ac52dbe,https://www.amazon.com/dp/1387816454?tag=vocabulary01-20,Sophocles,"Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/2v45ocvp/oedipus-at-colonus
Marcus Vega Doesn't Speak Spanish,,"After 14-year-old Marcus gets into a fight at school, his mom decides to take him to Puerto Rico, where Marcus searches for his absentee father.",https://cdn.vocabulary.com/units/2vk2ufbb/cover.jpeg?width=220&v=16f8c2796b7,https://www.amazon.com/dp/1101997281?tag=vocabulary01-20,Pablo Cartaya,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/2vk2ufbb/marcus-vega-doesnt-speak-spanish
The Woman in White,,"In this 19th-century novel, a drawing teacher unravels a complicated mystery involving mistaken identity and family secrets. Read the full text here.",https://cdn.vocabulary.com/units/2w43qhtk/cover.jpeg?width=220&v=1795cb40832,https://www.amazon.com/dp/0141439610?tag=vocabulary01-20,Wilkie Collins,Just for Fun,/lists/2w43qhtk/woman-in-white
Sir Gawain and the Green Knight,,"In this medieval poem, originally composed in Middle English in the 14th century, a mysterious green knight issues a challenge to the knights of King Arthur's court. Learn these words from the translation by J.R.R. Tolkien.",https://cdn.vocabulary.com/units/2wd4tpoc/cover.jpeg?width=220&v=16d6dc747bc,https://www.amazon.com/dp/0345277600?tag=vocabulary01-20,J.R.R. Tolkien,"Grade 12,Literature",/lists/2wd4tpoc/sir-gawain-and-the-green-knight
"Commonly Confused Words, Grade 7",,Commonly confused words are pairs or groups of words that share similar spellings or pronunciations but have different meanings or usages. This collection features commonly confused words that seventh-grade students frequently encounter while reading or taking standardized tests.,https://cdn.vocabulary.com/units/2xecodad/feature.png?width=500&v=18e1a70f025,,,Grade 7,/lists/2xecodad/commonly-confused-words-grade-7
The Other Wes Moore,"One Name, Two Fates","Two children, both named Wes Moore, grew up in similar circumstances in Baltimore, but one ended up in prison while the other won a Rhodes Scholarship and became a respected business leader. In this book, author Wes Moore explores the challenges and choices that led him and the other Wes Moore to have two radically different fates.",https://cdn.vocabulary.com/units/2xi2vguo/cover.jpeg?width=220&v=16c25183414,https://www.amazon.com/dp/0385528205?tag=vocabulary01-20,Wes Moore,"Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/2xi2vguo/other-wes-moore
First Man: The Life of Neil A. Armstrong,,This biography explores the life and legacy of the first astronaut to walk on the moon.,https://cdn.vocabulary.com/units/2xsie3i7/cover.jpeg?width=220&v=16c255cf2c5,https://www.amazon.com/dp/1501153064?tag=vocabulary01-20,James R. Hansen,"Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/2xsie3i7/first-man-the-life-of-neil-a-armstrong
Appetite For Instruction,An All-You-Can-Eat Vocab Buffet,Help yourself to a smorgasbord of food words! This culinary collection is packed with tasty terms about food and cooking. Dig in!,https://cdn.vocabulary.com/units/2z2huuiv/feature.png?width=500&v=19235308887,,,"Grade 9,Grade 10,Just for Fun",/lists/2z2huuiv/appetite-for-instruction
Thirteen Reasons Why,,"After Hannah Baker's death, classmate Clay Jenson receives a set of cassette tapes in which Hannah makes painful revelations.",https://cdn.vocabulary.com/units/2zikuavr/cover.jpeg?width=220&v=18f2b1af6c9,https://www.amazon.com/dp/B007I0I1L0?tag=vocabulary01-20,Jay Asher,"Grade 9,Grade 10,Grade 11,Grade 12",/lists/2zikuavr/thirteen-reasons-why
Dig,,Five cousins from an unconventional family try to reestablish ties while uncovering family secrets.,https://cdn.vocabulary.com/units/33febwmy/cover.jpeg?width=220&v=170e95f733e,https://www.amazon.com/dp/1101994916?tag=vocabulary01-20,A.S. King,Grade 11,/lists/33febwmy/dig
"The Girl I Am, Was, and Never Will Be",A Speculative Memoir of Transracial Adoption,"An Educator of the Year of Minnesota State Colleges, the author tells her story of growing up in Michigan as an adoptee by intertwining it with the fictional story of Erin Powers, whom she could've been if she had been raised by her birth mother.",https://cdn.vocabulary.com/units/34cai3ov/cover.jpg?width=220&v=19330cb222e,https://www.amazon.com/dp/0593112016?tag=vocabulary01-20,Shannon Gibney,Literature,/lists/34cai3ov/girl-i-am-was-and-never-will-be
The Diary of a Young Girl,,"While in hiding with her family in Nazi-occupied Amsterdam, 13-year-old Anne Frank kept a diary of her experiences. Published after Anne's death in a Nazi concentration camp, the diary remains a powerful testament to the everyday horrors of the Holocaust.",https://cdn.vocabulary.com/units/34jlkcgi/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0553577123?tag=vocabulary01-20,Anne Frank,"Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction,Just for Fun",/lists/34jlkcgi/diary-of-a-young-girl
Little Brother,,"In this dystopian novel, San Francisco has become a police state controlled by the Department of Homeland Security — and 17-year-old Marcus is determined to take it down.",https://cdn.vocabulary.com/units/355rpybm/cover.jpeg?width=220&v=1748dff358c,https://www.amazon.com/dp/0765323117?tag=vocabulary01-20,Cory Doctorow,Grade 12,/lists/355rpybm/little-brother
Boy: Tales of Childhood,,"Renowned writer Roald Dahl, the author of such children's classics as Charlie and the Chocolate Factory and Matilda, recounts unexpected and fascinating stories from his own childhood.",https://cdn.vocabulary.com/units/355t65nl/cover.jpeg?width=220&v=1808f1cf6a2,https://www.amazon.com/dp/014241381X?tag=vocabulary01-20,Roald Dahl,"Grade 5,Non-Fiction",/lists/355t65nl/boy-tales-of-childhood
"The Unsung Hero of Birdsong, USA",,"After World War II, a twelve-year-old boy befriends an African-American veteran — and begins to recognize prejudice and injustice in his hometown.",https://cdn.vocabulary.com/units/35fy4at4/cover.jpeg?width=220&v=17c99f60f4d,https://www.amazon.com/dp/1524737119?tag=vocabulary01-20,Brenda Woods,"Grade 6,Grade 7,Grade 8,Literature",/lists/35fy4at4/unsung-hero-of-birdsong-usa
The Great Gatsby,,"Nick Carraway rents a summer house in Long Island where he befriends his mysterious neighbor Jay Gatsby, a self-made millionaire who hides behind an extravagant and decadent lifestyle. Read the full text here.",https://cdn.vocabulary.com/units/36dcwn7g/cover.jpeg?width=220&v=1852b3e8820,https://www.amazon.com/dp/0743273567?tag=vocabulary01-20,F. Scott Fitzgerald,"Grade 11,Literature",/lists/36dcwn7g/great-gatsby
A Room of One's Own,,"Based on lectures that Woolf delivered at Cambridge, this essay argues that women need financial independence and private spaces in order to create literature.",https://cdn.vocabulary.com/units/36odwfje/cover.jpg?width=220&v=16d21e97d7c,https://www.amazon.com/dp/0156787334?tag=vocabulary01-20,Virginia Woolf,"Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/36odwfje/room-of-ones-own
Writing in the Classroom: High School,,"Have you got the write stuff? Find out by exploring this comprehensive collection of words related to writing. You'll review genres of writing, text structure, grammar and parts of speech, stages of the writing process, and much more. From introduction to conclusion, this list has got you covered.",https://cdn.vocabulary.com/units/36pi5wam/feature.png?width=500&v=1825f4fea1c,,,"Grade 9,Grade 10,Grade 11,Grade 12",/lists/36pi5wam/writing-in-the-classroom-high-school
The Vanderbeekers of 141st Street,,"After learning that they are going to be evicted from their Brooklyn home, the five Vanderbeeker children come up with a scheme to convince their landlord to allow them to stay.",https://cdn.vocabulary.com/units/37woga72/cover.jpeg?width=220&v=16e6bda7afc,https://www.amazon.com/dp/1328499219?tag=vocabulary01-20,Karina Yan Glaser,Literature,/lists/37woga72/vanderbeekers-of-141st-street
The Bluest Eye,,"In the Nobel Prize-winner's first novel, a young black girl yearns to conform to society's rigid standards of beauty.",https://cdn.vocabulary.com/units/3au3smoc/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0307278441?tag=vocabulary01-20,Toni Morrison,"Grade 11,Grade 12,Literature",/lists/3au3smoc/bluest-eye
The School for Good and Evil,,"Sweet, angelic Sophie and moody Agatha are shocked when Agatha is sent to the School for Good and Sophie is sent to the School for Evil. Did the School Master make a mistake or does he know the two girls better than they know themselves?",https://cdn.vocabulary.com/units/3b7lwwov/cover.jpeg?width=220&v=1791f227508,https://www.amazon.com/dp/006210490X?tag=vocabulary01-20,Soman Chainani,"Grade 6,Grade 7,Grade 8,Literature",/lists/3b7lwwov/school-for-good-and-evil
While the World Watched,,"In 1963, the Ku Klux Klan bombed a church in Birmingham, Alabama, killing four African-American girls. In this memoir, survivor Carolyn Maull McKinstry recounts the bombing and life in the South under Jim Crow laws.",https://cdn.vocabulary.com/units/3bynocr4/cover.jpeg?width=220&v=16c251459ad,https://www.amazon.com/dp/1414336373?tag=vocabulary01-20,Carolyn Maull McKinstry,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/3bynocr4/while-the-world-watched
The Girl Who Drank the Moon,,"In this Newbery Award-winning novel, baby Luna is abandoned by her village and raised by the witch Xan. As Luna tries to manage her growing magical powers, she learns about her true origins and joins forces with others to fight the corrupt Council of Elders.",https://cdn.vocabulary.com/units/3cqyhv5k/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/1616205679?tag=vocabulary01-20,Kelly Barnhill,"Grade 7,Literature",/lists/3cqyhv5k/girl-who-drank-the-moon
The Other Side,Stories of Central American Teen Refugees Who Dream of Crossing the Border,"In this collection of essays translated by Rosalind Harvey, Juan Pablo Villalobos records the true stories of Latin American teens attempting to immigrate to the United States.",https://cdn.vocabulary.com/units/3cxddzde/cover.jpeg?width=220&v=16d64537d49,https://www.amazon.com/dp/0374305730?tag=vocabulary01-20,Juan Pablo Villalobos,"Literature,Non-Fiction",/lists/3cxddzde/other-side
Huntress,,"In this prequel to Ash, two 17-year-old girls, Kaede and Taisin, must fight unearthly creatures and their own feelings to save their kingdom. Learn these words that Malinda Lo uses to build an enchanting fantasy world.",https://cdn.vocabulary.com/units/3dthovmr/cover.jpeg?width=220&v=16c3024590d,https://www.amazon.com/dp/0316039993?tag=vocabulary01-20,Malinda Lo,Literature,/lists/3dthovmr/huntress
Harriet the Spy,,"Eleven-year-old Harriet faces difficulties when her personal notebook — full of detailed observations about her friends, classmates, and neighbors — ends up in the wrong hands.",https://cdn.vocabulary.com/units/3hkftev5/cover.jpeg?width=220&v=17dded845db,https://www.amazon.com/dp/0440416795?tag=vocabulary01-20,Louise Fitzhugh,Grade 5,/lists/3hkftev5/harriet-the-spy
The Fountains of Silence,,"Set in Spain during the 1950s, this novel tells the story of how Daniel, an eighteen-year-old American tourist, falls in love with a local girl, Ana, who lost her family during the Spanish Civil War.",https://cdn.vocabulary.com/units/3i2pgclf/cover.jpeg?width=220&v=1807571d3e6,https://www.amazon.com/dp/0142423637?tag=vocabulary01-20,Ruta Sepetys,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/3i2pgclf/fountains-of-silence
P.S. Be Eleven,,"This sequel to One Crazy Summer focuses on Delphine, the eldest Gaither sister, as she begins sixth grade and navigates unexpected changes in her family.",https://cdn.vocabulary.com/units/3i4pmtfx/cover.jpeg?width=220&v=16c256be6ff,https://www.amazon.com/dp/0061938645?tag=vocabulary01-20,Rita Williams-Garcia,"Grade 5,Grade 6,Grade 7,Grade 8,Literature",/lists/3i4pmtfx/p-s-be-eleven
The Summer of Bitter and Sweet,,"Named after her Native American mother, eighteen-year-old Louisa Norquay must decide whether she wants to meet her criminal father in order to save her family's ice cream business and pay for an education at Canada's University of Alberta.",https://cdn.vocabulary.com/units/3i64xz5w/cover.png?width=220&v=188e955e1b7,https://www.amazon.com/dp/0063086166?tag=vocabulary01-20,Jen Ferguson,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/3i64xz5w/summer-of-bitter-and-sweet
Stuart Little,,"Stuart Little may be a mouse, but he grows up with a human family and embarks on many bold adventures.",https://cdn.vocabulary.com/units/3imjexrf/cover.jpeg?width=220&v=16c30021699,https://www.amazon.com/dp/0060263954?tag=vocabulary01-20,E.B. White,"Grade 5,Grade 6,Grade 7,Grade 8,Just for Fun",/lists/3imjexrf/stuart-little
Amina's Voice,,"Amina, a Pakistani-American girl, struggles to balance her commitment to her culture with her desire to fit in. When her mosque is vandalized, Amina must finally find her voice.",https://cdn.vocabulary.com/units/3inajs4g/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/1481492063?tag=vocabulary01-20,Hena Khan,"Literature,Non-Fiction",/lists/3inajs4g/aminas-voice
"George Washington, Spymaster",How the Americans Outspied the British and Won the Revolutionary War,"In this engrossing nonfiction account, Thomas Allen explains how the colonists used spies, codes, and covert operations in order to win the American Revolution.",https://cdn.vocabulary.com/units/3jfb7kv5/cover.jpeg?width=220&v=16f1ee02693,https://www.amazon.com/dp/1426300417?tag=vocabulary01-20,Thomas B. Allen,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/3jfb7kv5/george-washington-spymaster
Displacement,,"In this graphic novel, which draws on the author's family history, a teenage girl is transported back in time to a World War II incarceration camp for Japanese Americans.",https://cdn.vocabulary.com/units/3jrxktbl/cover.jpeg?width=220&v=17d9bcdee94,https://www.amazon.com/dp/1250193532?tag=vocabulary01-20,Kiku Hughes,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/3jrxktbl/displacement
The House of the Spirits,,"This novel, which incorporates magical realism, follows several generations of one family as they experience personal and political turmoil in Chile.",https://cdn.vocabulary.com/units/3jsoef2o/cover.jpeg?width=220&v=16c24fa9c79,https://www.amazon.com/dp/1501117017?tag=vocabulary01-20,Isabel Allende,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/3jsoef2o/house-of-the-spirits
Cosmos,,"In this engaging and accessible book, scientist Carl Sagan explores fourteen billion years of cosmic history and evolution.",https://cdn.vocabulary.com/units/3kqoob3g/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0345539435?tag=vocabulary01-20,Carl Sagan,"Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction,Just for Fun",/lists/3kqoob3g/cosmos
A Long Way from Chicago,,"During the Great Depression, Joey and Mary Alice Dowdel spend summers with their eccentric and adventurous grandmother.",https://cdn.vocabulary.com/units/3kvyxene/cover.jpeg?width=220&v=16c300a6574,https://www.amazon.com/dp/0142401102?tag=vocabulary01-20,Richard Peck,"Grade 5,Grade 6,Grade 7,Grade 8,Literature",/lists/3kvyxene/long-way-from-chicago
Business and Employment,,"Mastering words related to business and employment is an essential step in excelling at the IELTS exam. This collection features important business vocabulary that can help you understand complex passages and audio recordings, which is crucial for scoring well on the reading and listening sections of the test. Additionally, using these specialized terms appropriately in the writing and speaking sections of the test can help showcase your language proficiency and knowledge of the business world, enhancing your chances of achieving a high IELTS score and advancing your career prospects.",https://cdn.vocabulary.com/units/3l27g43y/feature.png?width=500&v=189adaa048f,,,Test-Prep,/lists/3l27g43y/ielts-exam-business-and-employment
"Commonly Confused Words, Grade 6",,Commonly confused words are pairs or groups of words that share similar spellings or pronunciations but have different meanings or usages. This collection features commonly confused words that sixth-grade students frequently encounter while reading or taking standardized tests.,https://cdn.vocabulary.com/units/3lwzi4oe/feature.png?width=500&v=18e1a715ffb,,,Grade 6,/lists/3lwzi4oe/commonly-confused-words-grade-6
The Plot to Kill Hitler,"Dietrich Bonhoeffer: Pastor, Spy, Unlikely Hero","This biography chronicles the life of Dietrich Bonhoeffer, a clergyman who resisted Adolf Hitler's regime.",https://cdn.vocabulary.com/units/3mcelvhg/cover.jpg?width=220&v=17377fc58be,https://www.amazon.com/dp/0062411098?tag=vocabulary01-20,Patricia McCormick,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/3mcelvhg/plot-to-kill-hitler
5th Grade Government and Economics,,"Dive into the world of government and economy words with this vocabulary collection for 5th grade students. This collection will help you understand how our leaders talk and make important decisions at local, state, and federal levels.",https://cdn.vocabulary.com/units/3mqwssvs/feature.png?width=500&v=18c7fcb06b4,,,Grade 5,/lists/3mqwssvs/5th-grade-government-and-economics
Return to Sender,,"In this novel, Tyler befriends Mari, the daughter of one of the migrant workers his father has hired.",https://cdn.vocabulary.com/units/3naffzyo/cover.jpeg?width=220&v=17444d15a1c,https://www.amazon.com/dp/0375851232?tag=vocabulary01-20,Julia Alvarez,Literature,/lists/3naffzyo/return-to-sender
Orphan Train,,"Christina Baker Kline's historical novel follows two young women searching for a sense of belonging: Molly, a teen navigating the foster system in 2011, and Niamh, an Irish immigrant orphaned on the cusp of the Great Depression. Discover how their lives intersect as you learn these words from Orphan Train.",https://cdn.vocabulary.com/units/3nh6yjsx/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/B0089LOG02?tag=vocabulary01-20,Christina Baker Kline,"Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/3nh6yjsx/orphan-train
The War of the Worlds,,"When Martians invade Earth, two English brothers, a philosopher and a medical student, struggle to get others and themselves to safety. Read the full text here.",https://cdn.vocabulary.com/units/3nmvqnk3/cover.png?width=220&v=189f44b868f,https://www.amazon.com/dp/0141441038?tag=vocabulary01-20,H.G. Wells,"Grade 8,Just for Fun",/lists/3nmvqnk3/war-of-the-worlds
The Hitchhiker's Guide to the Galaxy,,"When Earth is destroyed to make way for a freeway, Arthur Dent joins his friend Ford Prefect on a hilarious odyssey through space. Learn these words from the first book in Douglas Adams's popular science fiction series.",https://cdn.vocabulary.com/units/3obfv2bx/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0345391802?tag=vocabulary01-20,Douglas Adams,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Just for Fun",/lists/3obfv2bx/hitchhikers-guide-to-the-galaxy
Like a Love Story,,"A young activist, an Iranian immigrant, and a flamboyant fashionista navigate love and friendship in New York City in 1989.",https://cdn.vocabulary.com/units/3p22v4ux/cover.jpeg?width=220&v=173c9c865a9,https://www.amazon.com/dp/0062839365?tag=vocabulary01-20,Abdi Nazemian,"Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/3p22v4ux/like-a-love-story
Freakonomics,A Rogue Economist Explores the Hidden Side of Everything,"What are the surprising, hidden, and even freakish forces that shape society? In this book, an economist and a journalist team up to explore small truths that have a big impact on the way we live.",https://cdn.vocabulary.com/units/3ps6caxd/cover.jpeg?width=220&v=16c25207fe1,https://www.amazon.com/dp/0060731338?tag=vocabulary01-20,Steven D. Levitt,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/3ps6caxd/freakonomics
Under the Blood-Red Sun,,"During World War II, a Japanese-American boy must rely on his baseball teammates when his father and grandfather are arrested.",https://cdn.vocabulary.com/units/3qg3ufxg/cover.jpg?width=220&v=17d95d2dd5c,https://www.amazon.com/dp/0385386559?tag=vocabulary01-20,Graham Salisbury,"Grade 6,Grade 7,Grade 8,Literature",/lists/3qg3ufxg/under-the-blood-red-sun
The Night Diary,,"In 1947, British India was divided into two separate and independent countries: India, a mostly Hindu nation, and Pakistan, a predominantly Muslim nation. The partition leaves Nisha, a girl with both Hindu and Muslim heritage, without a clear place to call home. She and her family must make a treacherous journey to try to find a safe haven in a country rocked by turmoil and violence.",https://cdn.vocabulary.com/units/3s5khhwx/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0735228515?tag=vocabulary01-20,Veera Hiranandani,"Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/3s5khhwx/night-diary
Room to Dream,,"In this third book of the Front Desk series, seventh-grader Mia Tang and her parents return from a vacation to discover that they are in danger of losing the Calivista Motel.",https://cdn.vocabulary.com/units/3sscyalm/cover.png?width=220&v=18637cae9bc,https://www.amazon.com/dp/1338621122?tag=vocabulary01-20,Kelly Yang,Literature,/lists/3sscyalm/room-to-dream
Phineas L. MacGuire...Erupts!,,"In this first book of the Highly Scientific Notebooks of Phineas L. MacGuire series, the fourth-grade scientist who's usually called Mac partners with a classmate on a volcano project.",https://cdn.vocabulary.com/units/3ubaoalv/cover.png?width=220&v=1880b49eb93,https://www.amazon.com/dp/1416947345?tag=vocabulary01-20,Frances O’Roark Dowell,Grade 5,/lists/3ubaoalv/phineas-l-macguire-erupts
Ban This Book,,"When Amy Anne's favorite book is banned from her school library, she decides to fight against censorship.",https://cdn.vocabulary.com/units/3uyfaurw/cover.jpeg?width=220&v=17666a7dcc4,https://www.amazon.com/dp/0765385589?tag=vocabulary01-20,Alan Gratz,Literature,/lists/3uyfaurw/ban-this-book
A Snake Falls to Earth,,"When she was a child, Nina heard stories about shape-shifters from her great-great-grandmother; at 16, Nina encounters a shape-shifter who has come to Earth seeking a cure for his companion's illness.",https://cdn.vocabulary.com/units/3vgprecv/cover.jpg?width=220&v=17d81cfc07c,https://www.amazon.com/dp/1646140923?tag=vocabulary01-20,Darcie Little Badger,Literature,/lists/3vgprecv/snake-falls-to-earth
Sparrow,,"When a beloved teacher unexpectedly dies, Sparrow Cooke wishes she could just fly away. Through music, Sparrow finds a way to cope with her loneliness and social anxiety.",https://cdn.vocabulary.com/units/3vouyjix/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/1338032585?tag=vocabulary01-20,Sarah Moon,Literature,/lists/3vouyjix/sparrow
In Memoriam 2024,Honoring Notable Figures We Lost This Year,"This collection is a tribute to some of those who passed in 2024, including influential figures in politics and entertainment. Each list includes words that appeared in that person's writing, interviews, and speeches as well words that others used to describe an aspect of their life.",https://cdn.vocabulary.com/units/3vrbzhwu/feature.png?width=500&v=19441a83e73,,,Events,/lists/3vrbzhwu/in-memoriam-2024
The Canyon's Edge,,"When Nora gets lost while exploring a canyon, she must fight to survive and to find her father.",https://cdn.vocabulary.com/units/3w7nkckv/cover.jpeg?width=220&v=177d0be8b0c,https://www.amazon.com/dp/0316494690?tag=vocabulary01-20,Dusti Bowling,Literature,/lists/3w7nkckv/canyons-edge
Harriet Tubman,Conductor on the Underground Railroad,"Harriet Tubman was born into slavery, escaped to freedom, and worked to liberate countless other enslaved people. Learn more about Tubman's life by reviewing these words from Ann Petry's acclaimed biography.",https://cdn.vocabulary.com/units/3yy6ha34/cover.jpeg?width=220&v=16c25219550,https://www.amazon.com/dp/0062668269?tag=vocabulary01-20,Ann Petry,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/3yy6ha34/harriet-tubman
The Miracle Worker,,"Based on the autobiography of Helen Keller (The Story of My Life), this play explores how teacher Annie Sullivan helps a deaf and blind child develop the skills she needs to cope and to communicate.",https://cdn.vocabulary.com/units/42rldwmn/cover.jpeg?width=220&v=16f8c4fd29a,https://www.amazon.com/dp/1416590846?tag=vocabulary01-20,William Gibson,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/42rldwmn/miracle-worker
Feed,,This satirical novel imagines a dystopian future in which people have computers implanted in their heads to control their perceptions of reality.,https://cdn.vocabulary.com/units/43iooaqy/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0763662623?tag=vocabulary01-20,M.T. Anderson,"Grade 7,Grade 9,Grade 10,Grade 11,Grade 12",/lists/43iooaqy/feed
Impossible Escape,A True Story of Survival and Heroism in Nazi Europe,"This is the true story of Slovakian teenager Rudolf Vrba, who escaped from the Auschwitz concentration camp in April 1944 and provided eyewitness testimony that stopped the deportation of 200,000 Jews in Hungary, including his childhood friend and future wife, Gerta Sidonová, who reconnected with him through her underground resistance network.",https://cdn.vocabulary.com/units/43rjdqy4/cover.png?width=220&v=190506faa8f,https://www.amazon.com/dp/125026572X?tag=vocabulary01-20,Steve Sheinkin,"Literature,Non-Fiction",/lists/43rjdqy4/impossible-escape
Circe,,"This acclaimed novel retells the myth of Circe, a witch banished to a remote island.",https://cdn.vocabulary.com/units/442grscq/cover.jpg?width=220&v=176294b9f33,https://www.amazon.com/dp/0316556343?tag=vocabulary01-20,Madeline Miller,Literature,/lists/442grscq/circe
Chronicle of a Death Foretold,,"When two brothers declare their intention to commit murder, no one in their town takes on the responsibility of preventing the crime.",https://cdn.vocabulary.com/units/453zvwej/cover.jpeg?width=220&v=16dfe5db51d,https://www.amazon.com/dp/140003471X?tag=vocabulary01-20,Gabriel García Márquez,Literature,/lists/453zvwej/chronicle-of-a-death-foretold
Class Matters,,This collection of essays offers glimpses into the lives of people across America to explore the effects of social class.,https://cdn.vocabulary.com/units/47bbq27v/cover.jpeg?width=220&v=16d275ccfeb,https://www.amazon.com/dp/0805080554?tag=vocabulary01-20,,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/47bbq27v/class-matters
In the Wild Light,,Cash and Delaney's friendship is tested when they get the chance to leave their working-class community to study at an elite prep school.,https://cdn.vocabulary.com/units/47t2tmkq/cover.jpeg?width=220&v=17f9d86ac13,https://www.amazon.com/dp/1524720240?tag=vocabulary01-20,Jeff Zentner,Literature,/lists/47t2tmkq/in-the-wild-light
Around the World in Eighty Days,,"In order to win a bet, Phileas Fogg attempts to complete a journey around the world. Learn these words from the translation be George M. Towle.",https://cdn.vocabulary.com/units/47yd6hvn/cover.jpeg?width=220&v=175bce11506,https://www.amazon.com/dp/1735121258?tag=vocabulary01-20,Jules Verne,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/47yd6hvn/around-the-world-in-eighty-days
Let's Go Caroling,,Warm up your vocals and fah-la-la-llow along this collection of popular carols that capture the spirit of the holiday season and spread the joy of togetherness.,https://cdn.vocabulary.com/units/4a5kowcd/feature.png?width=500&v=193d6c322c9,,,Just for Fun,/lists/4a5kowcd/lets-go-caroling
The Ch'i-lin Purse,A Collection of Ancient Chinese Stories,This collection of engaging stories was inspired by Chinese folklore and legend.,https://cdn.vocabulary.com/units/4b2b7pxk/cover.jpg?width=220&v=17690ca3103,https://www.amazon.com/dp/0374411891?tag=vocabulary01-20,Linda Fang,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/4b2b7pxk/chi-lin-purse
Out of My Mind,,"Born with cerebral palsy, Melody has difficulty communicating with others — but in spite of the obstacles she faces, Melody is determined to prove how smart she really is.",https://cdn.vocabulary.com/units/4bdmnvkk/cover.jpeg?width=220&v=181f8395c11,https://www.amazon.com/dp/1416971718?tag=vocabulary01-20,Sharon M. Draper,"Grade 5,Grade 6,Grade 9,Literature,Non-Fiction",/lists/4bdmnvkk/out-of-my-mind
